providedScientificName,taxonId,acceptedTaxonId,parentTaxonId,scientificName,canonicalName,authorship,status,acceptedScientificName,classification,kingdom,phylum,class,order
Scleractinia,urn:lsid:marinespecies.org:taxname:1363,urn:lsid:marinespecies.org:taxname:1363,urn:lsid:marinespecies.org:taxname:1340,"Scleractinia Bourne, 1900",Scleractinia,"Bourne, 1900",accepted,"Scleractinia Bourne, 1900","CLASS:Hexacorallia Haeckel, 1896|SUBPHYLUM:Anthozoa Ehrenberg, 1834|PHYLUM:Cnidaria Hatschek, 1888|KINGDOM:Animalia|UNRANKED:Biota",Animalia,"Cnidaria Hatschek, 1888","Hexacorallia Haeckel, 1896",
