providedScientificName,taxonId,acceptedTaxonId,parentTaxonId,scientificName,canonicalName,authorship,status,acceptedScientificName,classification,kingdom,phylum,class,order,family,genus
Chelonioidea,urn:lsid:marinespecies.org:taxname:987094,urn:lsid:marinespecies.org:taxname:987094,urn:lsid:marinespecies.org:taxname:148741,"Chelonioidea Baur, 1893",Chelonioidea,"Baur, 1893",accepted,"Chelonioidea Baur, 1893","SUBORDER:Cryptodira|ORDER:Testudines Linnaeus, 1758|SUPERCLASS:Reptilia Laurenti, 1768|MEGACLASS:Tetrapoda|INFRAPHYLUM:Gnathostomata von Zittel, 1879|SUBPHYLUM:Vertebrata|PHYLUM:Chordata Haeckel, 1874|KINGDOM:Animalia|UNRANKED:Biota",Animalia,"Chordata Haeckel, 1874",,"Testudines Linnaeus, 1758",,
