providedScientificName,taxonId,acceptedTaxonId,parentTaxonId,scientificName,canonicalName,authorship,status,acceptedScientificName,classification,kingdom,phylum
Aves,urn:lsid:marinespecies.org:taxname:1836,urn:lsid:marinespecies.org:taxname:1836,urn:lsid:marinespecies.org:taxname:1838,Aves,Aves,,accepted,Aves,"SUPERCLASS:Reptilia Laurenti, 1768|MEGACLASS:Tetrapoda|INFRAPHYLUM:Gnathostomata von Zittel, 1879|SUBPHYLUM:Vertebrata|PHYLUM:Chordata Haeckel, 1874|KINGDOM:Animalia|UNRANKED:Biota",Animalia,"Chordata Haeckel, 1874"
